Date,"Close Price"
"2017-11-16 00:00:00",7279
"2017-11-16 00:01:00",7291.4
"2017-11-16 00:02:00",7290.29
"2017-11-16 00:03:00",7284.5
"2017-11-16 00:04:00",7279.42
"2017-11-16 00:05:00",7277.81
"2017-11-16 00:06:00",7264.44
"2017-11-16 00:07:00",7254.08
"2017-11-16 00:08:00",7245.69
"2017-11-16 00:09:00",7235.92
"2017-11-16 00:10:00",7234.89
"2017-11-16 00:11:00",7236.35
"2017-11-16 00:12:00",7240.69
"2017-11-16 00:13:00",7247.76
"2017-11-16 00:14:00",7248.54
"2017-11-16 00:15:00",7251.21
"2017-11-16 00:16:00",7251.33
"2017-11-16 00:17:00",7249.02
"2017-11-16 00:18:00",7247.4
"2017-11-16 00:19:00",7242.63
"2017-11-16 00:20:00",7240.46
"2017-11-16 00:21:00",7234.94
"2017-11-16 00:22:00",7232.47
"2017-11-16 00:23:00",7232.88
"2017-11-16 00:24:00",7239.37
"2017-11-16 00:25:00",7243.38
"2017-11-16 00:26:00",7250.98
"2017-11-16 00:27:00",7260.02
"2017-11-16 00:28:00",7257.72
"2017-11-16 00:29:00",7259.54
"2017-11-16 00:30:00",7257.55
"2017-11-16 00:31:00",7254.36
"2017-11-16 00:32:00",7255.32
"2017-11-16 00:33:00",7245.83
"2017-11-16 00:34:00",7236.5
"2017-11-16 00:35:00",7237.01
"2017-11-16 00:36:00",7238.08
"2017-11-16 00:37:00",7241.96
"2017-11-16 00:38:00",7240.41
"2017-11-16 00:39:00",7240.82
"2017-11-16 00:40:00",7239.58
"2017-11-16 00:41:00",7239.23
"2017-11-16 00:42:00",7242.08
"2017-11-16 00:43:00",7242.8
"2017-11-16 00:44:00",7243.16
"2017-11-16 00:45:00",7245.67
"2017-11-16 00:46:00",7243.83
"2017-11-16 00:47:00",7244.09
"2017-11-16 00:48:00",7246.75
"2017-11-16 00:49:00",7248.98
"2017-11-16 00:50:00",7246.65
"2017-11-16 00:51:00",7243.48
"2017-11-16 00:52:00",7243.64
"2017-11-16 00:53:00",7244.02
"2017-11-16 00:54:00",7243.42
"2017-11-16 00:55:00",7240.1
"2017-11-16 00:56:00",7236.93
"2017-11-16 00:57:00",7233.81
"2017-11-16 00:58:00",7229.11
"2017-11-16 00:59:00",7231.8
"2017-11-16 01:00:00",7229.25
"2017-11-16 01:01:00",7223.94
"2017-11-16 01:02:00",7227.89
"2017-11-16 01:03:00",7218.69
"2017-11-16 01:04:00",7202.72
"2017-11-16 01:05:00",7191.7
"2017-11-16 01:06:00",7188.48
"2017-11-16 01:07:00",7191.69
