Date,"Close Price"
"2017-11-24 00:00:00",8002.64
"2017-11-24 00:01:00",8000.58
"2017-11-24 00:02:00",8007.07
"2017-11-24 00:03:00",8028.58
"2017-11-24 00:04:00",8031.65
"2017-11-24 00:05:00",8041.56
"2017-11-24 00:06:00",8037
"2017-11-24 00:07:00",8027.03
"2017-11-24 00:08:00",8028.76
"2017-11-24 00:09:00",8036
"2017-11-24 00:10:00",8034.1
"2017-11-24 00:11:00",8038.9
"2017-11-24 00:12:00",8052.67
"2017-11-24 00:13:00",8058.32
"2017-11-24 00:14:00",8064.54
"2017-11-24 00:15:00",8071.32
"2017-11-24 00:16:00",8076.41
"2017-11-24 00:17:00",8080.16
"2017-11-24 00:18:00",8075.68
"2017-11-24 00:19:00",8076.62
"2017-11-24 00:20:00",8077.18
"2017-11-24 00:21:00",8079.01
"2017-11-24 00:22:00",8082.13
"2017-11-24 00:23:00",8082.29
"2017-11-24 00:24:00",8085.58
"2017-11-24 00:25:00",8086.16
"2017-11-24 00:26:00",8084.25
"2017-11-24 00:27:00",8082.99
"2017-11-24 00:28:00",8082.25
"2017-11-24 00:29:00",8078.38
"2017-11-24 00:30:00",8072.56
"2017-11-24 00:31:00",8066.55
"2017-11-24 00:32:00",8055.74
"2017-11-24 00:33:00",8052.65
"2017-11-24 00:34:00",8055.06
"2017-11-24 00:35:00",8053.64
"2017-11-24 00:36:00",8051.14
"2017-11-24 00:37:00",8049.1
"2017-11-24 00:38:00",8050.74
"2017-11-24 00:39:00",8050.59
"2017-11-24 00:40:00",8049.07
"2017-11-24 00:41:00",8046.8
"2017-11-24 00:42:00",8044.1
"2017-11-24 00:43:00",8039.46
"2017-11-24 00:44:00",8029.13
"2017-11-24 00:45:00",8020.02
"2017-11-24 00:46:00",8010.51
"2017-11-24 00:47:00",8011.71
"2017-11-24 00:48:00",8020.14
"2017-11-24 00:49:00",8021.82
"2017-11-24 00:50:00",8022.17
"2017-11-24 00:51:00",8018.49
"2017-11-24 00:52:00",8014.68
"2017-11-24 00:53:00",8012.63
"2017-11-24 00:54:00",8008.02
"2017-11-24 00:55:00",8006.39
"2017-11-24 00:56:00",8007.56
"2017-11-24 00:57:00",8006.47
"2017-11-24 00:58:00",8004.44
"2017-11-24 00:59:00",8000.3
"2017-11-24 01:00:00",7999.02
"2017-11-24 01:01:00",7999.51
"2017-11-24 01:02:00",7997.83
"2017-11-24 01:03:00",7995.15
"2017-11-24 01:04:00",7985.76
"2017-11-24 01:05:00",7969.22
"2017-11-24 01:06:00",7963.76
"2017-11-24 01:07:00",7964.33
"2017-11-24 01:08:00",7970.97
"2017-11-24 01:09:00",7975.67
"2017-11-24 01:10:00",7981.1
"2017-11-24 01:11:00",7980.56
"2017-11-24 01:12:00",7988.54
"2017-11-24 01:13:00",7999.13
"2017-11-24 01:14:00",7997.12
"2017-11-24 01:15:00",7982.98
"2017-11-24 01:16:00",7987.67
"2017-11-24 01:17:00",7998.8
"2017-11-24 01:18:00",8006.69
"2017-11-24 01:19:00",8003.51
"2017-11-24 01:20:00",7996.94
"2017-11-24 01:21:00",7995.69
"2017-11-24 01:22:00",7991.57
"2017-11-24 01:23:00",7983.02
"2017-11-24 01:24:00",7981.91
"2017-11-24 01:25:00",7982.28
"2017-11-24 01:26:00",7981.86
"2017-11-24 01:27:00",7981.62
"2017-11-24 01:28:00",7975.67
"2017-11-24 01:29:00",7958.31
"2017-11-24 01:30:00",7954.21
"2017-11-24 01:31:00",7958.37
"2017-11-24 01:32:00",7966.68
"2017-11-24 01:33:00",7970.23
"2017-11-24 01:34:00",7963.74
"2017-11-24 01:35:00",7957.45
"2017-11-24 01:36:00",7959.15
"2017-11-24 01:37:00",7959.99
"2017-11-24 01:38:00",7959.83
"2017-11-24 01:39:00",7954.31
"2017-11-24 01:40:00",7955.78
"2017-11-24 01:41:00",7951.35
"2017-11-24 01:42:00",7943.7
"2017-11-24 01:43:00",7939.28
"2017-11-24 01:44:00",7939.93
"2017-11-24 01:45:00",7936.86
"2017-11-24 01:46:00",7912.13
"2017-11-24 01:47:00",7898.28
"2017-11-24 01:48:00",7892.68
"2017-11-24 01:49:00",7899.47
"2017-11-24 01:50:00",7910.86
"2017-11-24 01:51:00",7927.14
"2017-11-24 01:52:00",7945.27
"2017-11-24 01:53:00",7963.06
"2017-11-24 01:54:00",7964.65
"2017-11-24 01:55:00",7945.52
"2017-11-24 01:56:00",7938.65
"2017-11-24 01:57:00",7950.53
"2017-11-24 01:58:00",7954.43
"2017-11-24 01:59:00",7958.83
"2017-11-24 02:00:00",7956.15
"2017-11-24 02:01:00",7965.1
"2017-11-24 02:02:00",7971.26
"2017-11-24 02:03:00",7990.34
"2017-11-24 02:04:00",7997.09
"2017-11-24 02:05:00",8022.74
"2017-11-24 02:06:00",8018.15
"2017-11-24 02:07:00",8015.75
"2017-11-24 02:08:00",8009.63
"2017-11-24 02:09:00",8012.14
"2017-11-24 02:10:00",8016.51
"2017-11-24 02:11:00",8017
"2017-11-24 02:12:00",8013.07
"2017-11-24 02:13:00",8022.64
