Date,"Close Price"
"2017-12-04 00:00:00",11180.89
"2017-12-04 00:01:00",11185.85
"2017-12-04 00:02:00",11195.29
"2017-12-04 00:03:00",11197.48
"2017-12-04 00:04:00",11197.39
"2017-12-04 00:05:00",11197.21
"2017-12-04 00:06:00",11207.32
"2017-12-04 00:07:00",11209.07
"2017-12-04 00:08:00",11227.56
"2017-12-04 00:09:00",11265.64
"2017-12-04 00:10:00",11329.98
"2017-12-04 00:11:00",11342.33
"2017-12-04 00:12:00",11332.93
"2017-12-04 00:13:00",11332.74
"2017-12-04 00:14:00",11310.53
"2017-12-04 00:15:00",11298.15
"2017-12-04 00:16:00",11314.69
"2017-12-04 00:17:00",11300.55
"2017-12-04 00:18:00",11283.4
"2017-12-04 00:19:00",11263.77
"2017-12-04 00:20:00",11246.69
"2017-12-04 00:21:00",11267.75
"2017-12-04 00:22:00",11274.36
"2017-12-04 00:23:00",11274.84
"2017-12-04 00:24:00",11278.54
"2017-12-04 00:25:00",11276.08
"2017-12-04 00:26:00",11283.79
"2017-12-04 00:27:00",11284.94
"2017-12-04 00:28:00",11281.67
"2017-12-04 00:29:00",11276.3
"2017-12-04 00:30:00",11234.94
"2017-12-04 00:31:00",11201.23
"2017-12-04 00:32:00",11212.87
"2017-12-04 00:33:00",11219.09
"2017-12-04 00:34:00",11232.81
"2017-12-04 00:35:00",11218.03
"2017-12-04 00:36:00",11218.65
"2017-12-04 00:37:00",11223.26
"2017-12-04 00:38:00",11257.06
"2017-12-04 00:39:00",11251.89
"2017-12-04 00:40:00",11238.62
"2017-12-04 00:41:00",11230.13
"2017-12-04 00:42:00",11231.75
"2017-12-04 00:43:00",11243.42
"2017-12-04 00:44:00",11277.32
"2017-12-04 00:45:00",11283.06
"2017-12-04 00:46:00",11263.42
"2017-12-04 00:47:00",11248.88
"2017-12-04 00:48:00",11240.66
"2017-12-04 00:49:00",11234.6
"2017-12-04 00:50:00",11229.08
"2017-12-04 00:51:00",11207.48
