Date,"Close Price"
"2017-11-20 00:00:00",8033.94
"2017-11-20 00:01:00",8035.26
"2017-11-20 00:02:00",8046.6
"2017-11-20 00:03:00",8046.89
"2017-11-20 00:04:00",8045.28
"2017-11-20 00:05:00",8045.7
"2017-11-20 00:06:00",8044.21
"2017-11-20 00:07:00",8045.83
"2017-11-20 00:08:00",8045.38
"2017-11-20 00:09:00",8047.58
"2017-11-20 00:10:00",8049.12
"2017-11-20 00:11:00",8048.96
"2017-11-20 00:12:00",8049.01
"2017-11-20 00:13:00",8046.09
"2017-11-20 00:14:00",8038.07
"2017-11-20 00:15:00",8034.45
"2017-11-20 00:16:00",8034.31
"2017-11-20 00:17:00",8032.11
"2017-11-20 00:18:00",8029.31
"2017-11-20 00:19:00",8025.31
"2017-11-20 00:20:00",8021.32
"2017-11-20 00:21:00",8022.75
"2017-11-20 00:22:00",8022.99
"2017-11-20 00:23:00",8027.21
"2017-11-20 00:24:00",8028.7
"2017-11-20 00:25:00",8034.61
"2017-11-20 00:26:00",8038.11
"2017-11-20 00:27:00",8041.51
"2017-11-20 00:28:00",8041.09
"2017-11-20 00:29:00",8038.65
"2017-11-20 00:30:00",8035.91
"2017-11-20 00:31:00",8035.69
"2017-11-20 00:32:00",8035.28
"2017-11-20 00:33:00",8034.52
"2017-11-20 00:34:00",8034.6
"2017-11-20 00:35:00",8031.46
"2017-11-20 00:36:00",8031.19
"2017-11-20 00:37:00",8031.28
"2017-11-20 00:38:00",8033.42
"2017-11-20 00:39:00",8032.23
"2017-11-20 00:40:00",8030.04
"2017-11-20 00:41:00",8031.5
"2017-11-20 00:42:00",8030.68
"2017-11-20 00:43:00",8031.18
"2017-11-20 00:44:00",8031.69
"2017-11-20 00:45:00",8036.14
"2017-11-20 00:46:00",8032.78
"2017-11-20 00:47:00",8032.82
"2017-11-20 00:48:00",8031.5
"2017-11-20 00:49:00",8031.68
"2017-11-20 00:50:00",8033.75
"2017-11-20 00:51:00",8034.5
"2017-11-20 00:52:00",8037.21
"2017-11-20 00:53:00",8036.33
"2017-11-20 00:54:00",8036.11
"2017-11-20 00:55:00",8039.54
"2017-11-20 00:56:00",8038.05
"2017-11-20 00:57:00",8034.42
"2017-11-20 00:58:00",8034.21
"2017-11-20 00:59:00",8032.96
"2017-11-20 01:00:00",8032.87
"2017-11-20 01:01:00",8032.16
"2017-11-20 01:02:00",8033.45
"2017-11-20 01:03:00",8035.63
"2017-11-20 01:04:00",8035.48
"2017-11-20 01:05:00",8035.65
"2017-11-20 01:06:00",8034.84
"2017-11-20 01:07:00",8035.71
"2017-11-20 01:08:00",8039.69
"2017-11-20 01:09:00",8044.38
"2017-11-20 01:10:00",8045.18
"2017-11-20 01:11:00",8047.52
"2017-11-20 01:12:00",8053.15
"2017-11-20 01:13:00",8054.78
"2017-11-20 01:14:00",8053.87
"2017-11-20 01:15:00",8055.02
"2017-11-20 01:16:00",8052.22
"2017-11-20 01:17:00",8050.61
"2017-11-20 01:18:00",8051.3
"2017-11-20 01:19:00",8044.88
"2017-11-20 01:20:00",8040.77
"2017-11-20 01:21:00",8044.8
"2017-11-20 01:22:00",8044.14
"2017-11-20 01:23:00",8043.99
"2017-11-20 01:24:00",8039.31
"2017-11-20 01:25:00",8038.59
"2017-11-20 01:26:00",8038.59
"2017-11-20 01:27:00",8036.73
"2017-11-20 01:28:00",8037.47
